Crop,0,0,0,0,1,1,1,1
Farmer ID,44,45,46,47,44,45,46,47
t,,,,,,,,
0,0,0,0,0,0,0,0,0
1,2,2,0,2,0,0,1,0
2,4,4,0,4,0,0,2,0
3,6,6,0,6,0,0,3,0
4,8,8,0,8,0,0,4,0
5,8,9,0,10,0,0,5,0
6,10,10,0,11,0,0,6,0
7,10,11,0,11,0,0,7,0
8,10,12,0,13,0,0,7,0
9,10,14,0,15,0,0,7,0
10,12,13,0,17,0,0,8,0
11,14,15,0,18,0,0,9,0
