Crop,0,0,0,0,1,1,1,1
Farmer ID,44,45,46,47,44,45,46,47
t,,,,,,,,
0,0,0,0,0,0,0,0,0
1,0,2,2,2,1,0,0,0
2,0,4,4,6,3,0,0,0
3,0,6,8,12,6,0,0,0
4,0,8,12,19,8,0,0,0
5,0,9,17,27,11,0,0,0
6,0,13,20,35,14,0,0,0
7,0,17,26,35,16,0,0,0
8,0,18,29,44,19,0,0,0
9,0,21,33,52,22,0,0,0
10,0,21,39,55,25,0,0,0
11,0,22,44,56,26,0,0,0
