,0,1,2,3
0,1.0,1.0,1.0,1.0
1,96.80000000000001,80.0,96.7605872388481,100.0
2,30.800000000000004,9.643095238095238,16.894381705251273,38.99819998999998
3,9.8,0.19999999999999996,2.5542264257481655,120.0
4,57.26000000000001,7.743095238095238,9.146561547148504,106.23718132971518
5,4.802000000000001,53.57166666666667,0.229880378317335,48.445017193288564
6,87.36140000000003,0.006999999999999992,0.06896411349520051,120.0
7,101.13594524645909,0.004899999999999995,50.302450950592885,93.72616592219359
8,10.892827782784298,45.85906142857144,41.90767486733484,40.0
9,1.3599870904165225,4.899999999999989e-05,92.18509184472896,60.0
10,118.55199096329162,7.643119738095239,10.042502728993671,144.0
11,292.7780954771823,7.6431074880952385,0.00021017851506056743,127.66411761296763
12,218.59945845354054,7.6430964630952385,75.42270562837099,210.46505114114717
13,131.52495899117937,61.14476202726192,81.35598826548161,193.5972701606888
14,65.80087382132199,152.8619047741548,24.442172537778045,192.20207821924524
15,363.826067761304,96.29798283518808,2.01494336040968e-06,219.24895888593772
16,355.27874413023085,74.36627670440089,92.18323041814759,272.7441362707622
17,297.65029663156304,191.14812885981928,35.26326085129364,330.967753953624
18,233.53638369441657,218.5417369099631,108.9438171516886,418.39714632904366
19,163.58151104316647,229.94284076700217,132.70354727820754,512.0171461808887
20,81.63044367158145,141.33008372396785,263.098508572376,629.9163685062761
21,9.09451428612219,199.89661034130194,294.4352730832735,751.6276730981132
22,285.6190045850889,198.47177469776776,221.40450982895373,876.0557035797444
23,267.6036497944066,346.64166442025606,127.4959076478808,1002.5388116380631
24,186.40873659802878,417.6221494801456,174.2248162910766,1130.6198963333188
25,91.1252100536139,359.93350831413323,363.4114369801667,1259.9739997349348
26,18.722960056845558,522.9396359464348,306.9178347249995,1390.3631759789519
27,0.005247958806176994,465.0234296143192,482.02596018874124,1521.6086946004355
28,487.2036735711646,405.4101891761526,425.230582972353,1653.573298540313
29,762.0968490499693,433.39673304180525,362.6649450117934,1784.330962921562
30,800.0560180106143,453.43363797671043,383.33426117373676,1917.4262224158372
31,737.3423989638077,419.4489248561905,496.10605676752164,2050.979461331896
32,674.2056837348238,496.99806737806733,501.6382261979737,2184.933690881821
33,611.5717172535313,659.5800765611724,410.9471160264043,2319.241882193726
34,549.5238789875526,775.5035516147393,369.8168874120257,2453.864664773048
35,488.1736363428363,890.3618539030895,359.1782517088999,2588.7687691485703
36,427.66191868261615,1004.6719455391902,350.9840684337785,2723.925841059104
37,364.4045828075191,1023.777606864546,443.41932987249686,2859.3115279555327
38,293.90162619920807,1032.6365842382886,535.8943830345695,2994.9047666031674
39,217.52534250229638,947.7142643750487,719.2255088618933,3130.687221264436
40,230.27119098376085,856.6526362647792,851.3498845863037,3266.642836063444
41,356.20722844282454,893.8599432791043,789.5541911907396,3402.7574749425135
42,304.3862952445748,1051.2785272189317,727.1530279033185,3539.018629536173
43,242.37209614598453,1210.3748514526121,664.8651249778268,3675.4151802315714
44,173.1937708975284,1284.9186427722389,694.9032561519336,3811.937199263912
45,82.605870521625,1221.4942639164292,875.9719925110408,3948.575787318688
46,104.4158515674025,1157.842874127613,1006.4864712719061,4085.322937056265
47,307.79099591639016,1094.1588455457243,1043.9874939658157,4222.17141842979
48,431.5261449414037,1030.4487097423512,1131.2882033478759,4359.114681767767
49,346.05488304405054,961.4384946135191,1310.5575668680124,4496.146775432199
50,257.6590161891222,881.7959295649696,1489.5105901387692,4633.262275509281
51,205.59998750904865,922.829300324408,1525.5576975855377,4770.456225490793
52,253.7010915310981,1033.6099571730715,1460.6680215828337,4907.7240842961055
53,176.8134129652501,1179.7601324161951,1395.5957839780035,5045.061681293071
54,570.9256777224721,1115.4631908801693,1330.454085916359,5182.465177220576
55,523.173572849132,1265.6815524484443,1265.2469819234798,5319.931030110414
56,459.65860771738414,1422.5809983242466,1199.9800109453336,5457.455965462686
57,397.26121256041694,1579.0812221052024,1125.5999557048458,5595.036950055178
58,329.5285053466832,1735.2225756060564,1039.3205942114064,5732.671168869655
59,253.30453169837475,1891.0401347772402,943.8945604403641,5870.356004701662
60,170.66175386717276,1824.9090249497867,1088.2160673331807,6008.089020088895
61,172.66618390821912,1758.4970593110372,1214.736400339915,6145.867941249742
62,384.5404899809181,1691.9619075594928,1237.41055353364,6283.690643770231
63,494.6034339583737,1671.1624769054176,1247.8452296069254,6421.5551398165
