t,44,45,46,47
0,1,1,1,1
1,2,1,1,2
2,3,1,2,3
3,4,1,3,4
4,5,1,3,4
5,6,2,3,5
6,6,2,4,6
7,6,2,5,7
8,6,2,5,7
9,6,2,6,7
10,7,2,7,8
11,8,2,7,8
12,9,2,8,9
13,10,2,8,9
14,10,3,9,9
15,11,3,9,9
16,11,3,9,9
17,12,4,9,9
18,13,4,9,9
19,13,5,9,9
20,13,5,9,9
21,13,5,9,9
22,13,5,9,9
23,13,5,9,9
24,13,5,9,9
25,13,5,9,9
26,13,5,9,9
27,13,5,9,9
28,13,5,9,9
29,13,5,9,9
30,13,5,9,9
31,13,5,9,9
32,13,5,9,9
33,13,5,9,9
34,13,5,9,9
35,13,5,9,9
36,13,5,9,9
37,13,5,9,9
38,13,5,9,9
39,13,5,9,9
40,13,5,9,9
41,13,5,9,9
42,13,5,9,9
43,13,5,9,9
44,13,5,9,9
45,13,5,9,9
46,13,5,9,9
47,13,5,9,9
48,13,5,9,9
49,13,5,9,9
50,13,5,9,9
51,13,5,9,9
