t,44,45,46,47
0,1,1,1,1
1,1,1,1,1
2,1,1,2,2
3,1,1,2,3
4,1,2,2,4
5,1,3,2,5
6,1,4,2,5
7,1,4,2,6
8,1,5,2,6
9,1,5,2,7
10,1,6,2,8
11,1,6,2,9
12,1,7,2,9
13,2,8,3,10
14,2,9,4,10
15,2,9,5,11
16,2,10,5,11
17,3,10,6,11
18,3,10,6,11
19,4,10,7,11
20,5,11,7,11
21,5,12,7,11
22,5,12,7,11
23,6,12,7,11
24,6,12,7,11
25,6,12,7,11
26,6,12,7,11
27,6,12,7,11
28,6,12,7,11
29,6,12,7,11
30,6,12,7,11
31,6,12,7,11
32,6,12,7,11
33,6,12,7,11
34,6,12,7,11
35,6,12,7,11
36,6,12,7,11
37,6,12,7,11
38,6,12,7,11
39,6,12,7,11
40,6,12,7,11
41,6,12,7,11
42,6,12,7,11
43,6,12,7,11
44,6,12,7,11
45,6,12,7,11
46,6,12,7,11
47,6,12,7,11
48,6,12,7,11
49,6,12,7,11
50,6,12,7,11
51,6,12,7,11
52,6,12,7,11
53,6,12,7,11
54,6,12,7,11
55,6,12,7,11
56,6,12,7,11
57,6,12,7,11
58,6,12,7,11
59,6,12,7,11
60,6,12,7,11
61,6,12,7,11
62,6,12,7,11
63,6,12,7,11
64,6,12,7,11
65,6,12,7,11
66,6,12,7,11
67,6,12,7,11
68,6,12,7,11
69,6,12,7,11
70,6,12,7,11
71,6,12,7,11
72,6,12,7,11
73,6,12,7,11
74,6,12,7,11
75,6,12,7,11
76,6,12,7,11
77,6,12,7,11
78,6,12,7,11
79,6,12,7,11
80,6,12,7,11
81,6,12,7,11
82,6,12,7,11
83,6,12,7,11
84,6,12,7,11
85,6,12,7,11
86,6,12,7,11
87,6,12,7,11
88,6,12,7,11
89,6,12,7,11
90,6,12,7,11
91,6,12,7,11
92,6,12,7,11
93,6,12,7,11
94,6,12,7,11
95,6,12,7,11
96,6,12,7,11
97,6,12,7,11
98,6,12,7,11
99,6,12,7,11
100,6,12,7,11
101,6,12,7,11
102,6,12,7,11
103,6,12,7,11
104,6,12,7,11
105,6,12,7,11
106,6,12,7,11
107,6,12,7,11
108,6,12,7,11
109,6,12,7,11
110,6,12,7,11
111,6,12,7,11
112,6,12,7,11
113,6,12,7,11
114,6,12,7,11
115,6,12,7,11
116,6,12,7,11
117,6,12,7,11
118,6,12,7,11
119,6,12,7,11
120,6,12,7,11
121,6,12,7,11
122,6,12,7,11
123,6,12,7,11
124,6,12,7,11
125,6,12,7,11
126,6,12,7,11
127,6,12,7,11
128,6,12,7,11
129,6,12,7,11
130,6,12,7,11
131,6,12,7,11
132,6,12,7,11
133,6,12,7,11
134,6,12,7,11
135,6,12,7,11
