t,44,45,46,47
0,1,1,1,1
1,1,1,1,1
2,1,1,1,1
3,1,1,1,1
4,1,1,1,1
5,2,1,1,1
6,3,1,1,1
7,3,1,1,1
8,4,1,1,1
9,5,2,1,1
10,5,2,1,1
11,5,2,1,1
12,5,2,1,1
13,6,2,1,1
14,6,2,1,1
15,6,2,1,2
16,6,2,1,2
17,7,2,1,2
18,8,2,1,2
19,9,2,2,2
20,9,2,2,2
21,9,2,2,2
22,9,2,3,2
23,9,2,3,2
24,9,2,4,2
25,9,2,4,3
26,9,2,4,4
27,10,2,4,4
28,11,2,4,4
29,12,2,4,4
30,12,2,4,4
31,12,3,4,4
32,12,4,4,4
33,12,4,4,4
34,12,4,5,4
35,13,4,5,4
36,14,4,5,4
37,14,4,5,4
38,14,4,5,4
39,14,4,5,5
40,14,4,5,6
41,14,4,5,6
42,14,4,5,7
43,14,4,5,7
44,14,4,5,7
45,14,4,5,7
46,14,4,5,7
47,14,4,5,7
48,14,4,5,7
49,14,4,5,7
50,14,4,5,7
51,14,4,5,7
52,14,4,5,7
53,14,4,5,7
54,14,4,5,7
55,14,4,5,7
56,14,4,5,7
57,14,4,5,8
58,14,4,5,8
59,14,4,5,8
60,14,4,5,8
61,14,4,5,8
62,14,4,5,8
63,14,4,5,8
64,14,4,5,8
65,14,4,5,8
66,14,4,5,8
67,14,4,5,8
68,14,4,5,8
69,14,4,5,8
70,14,4,5,8
71,14,4,5,8
72,14,4,5,8
73,14,4,5,8
74,14,4,5,8
75,14,4,5,8
76,14,4,5,8
77,14,4,5,8
78,14,4,5,8
79,14,4,5,9
80,14,4,5,9
81,14,4,5,9
82,14,4,5,9
83,14,4,5,9
84,14,4,5,9
85,14,4,5,9
86,14,4,5,9
87,14,4,6,9
88,14,4,6,9
89,14,4,6,9
90,14,4,6,9
91,14,4,6,9
92,14,4,6,9
93,14,4,6,10
94,14,4,6,10
95,14,4,6,10
96,14,4,6,10
97,14,4,6,10
98,14,4,6,10
99,14,4,6,10
100,14,4,6,10
101,14,4,6,10
102,14,4,7,10
103,14,4,7,10
104,14,4,7,10
105,14,4,7,10
106,14,4,7,10
107,14,4,7,10
108,14,4,7,10
109,14,4,7,10
110,14,4,7,10
111,14,4,7,10
112,14,4,7,10
113,14,4,7,10
114,14,4,7,10
115,14,4,7,10
116,14,4,7,10
117,14,4,7,10
118,14,4,7,10
119,14,4,7,10
120,14,4,7,10
121,14,4,7,10
122,14,4,7,10
123,14,4,7,10
124,14,4,7,10
125,14,4,7,10
126,14,4,7,10
127,14,4,7,10
128,14,4,7,10
129,14,4,7,10
130,14,4,8,10
131,14,4,8,10
132,14,4,8,10
133,14,4,8,10
134,14,4,8,10
135,14,4,8,10
